FAT; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.9; EUR; 70; 70; 75; 46.95; 4.70; B; B1; B1; NOP;
BUR; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 194.4; EUR; 25; 15; 10; 8.25; 0.99; L; L1; L1; NOP;
BUR; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 324.0; EUR; 25; 15; 10; 3.53; 0.65; L; L1; L1; NOP;
BUR; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1738.9; EUR; 70; 70; 75; 9.69; 0.97; B; B1; B1; NOP;
BUR; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 208.7; EUR; 25; 15; 10; 12.60; 1.51; L; L1; L1; NOP;
BUR; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 347.8; EUR; 25; 15; 10; 5.40; 0.99; L; L1; L1; NOP;
BUR; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1577.9; EUR; 70; 70; 75; 8.45; 0.85; B; B1; B1; NOP;
BUR; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 189.3; EUR; 25; 15; 10; 10.99; 1.31; L; L1; L1; NOP;
BUR; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 315.6; EUR; 25; 15; 10; 4.71; 0.86; L; L1; L1; NOP;
BUR; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1540.5; EUR; 70; 70; 75; 9.35; 0.94; B; B1; B1; NOP;
BUR; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 184.9; EUR; 25; 15; 10; 12.15; 1.45; L; L1; L1; NOP;
BUR; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 308.1; EUR; 25; 15; 10; 5.21; 0.95; L; L1; L1; NOP;
BUR; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1395.4; EUR; 70; 70; 75; 8.63; 0.86; B; B1; B1; NOP;
BUR; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 167.4; EUR; 25; 15; 10; 11.22; 1.34; L; L1; L1; NOP;
BUR; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 279.1; EUR; 25; 15; 10; 4.81; 0.88; L; L1; L1; NOP;
BUR; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1228.8; EUR; 70; 70; 75; 10.95; 1.10; B; B1; B1; NOP;
BUR; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.5; EUR; 25; 15; 10; 14.23; 1.70; L; L1; L1; NOP;
BUR; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 245.8; EUR; 25; 15; 10; 6.10; 1.11; L; L1; L1; NOP;
BUR; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1686.5; EUR; 70; 70; 75; 8.39; 0.84; B; B1; B1; NOP;
BUR; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 202.4; EUR; 25; 15; 10; 10.90; 1.30; L; L1; L1; NOP;
BUR; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 337.3; EUR; 25; 15; 10; 4.67; 0.85; L; L1; L1; NOP;
BUR; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1768.8; EUR; 70; 70; 75; 7.15; 0.72; B; B1; B1; NOP;
BUR; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 212.3; EUR; 25; 15; 10; 9.29; 1.11; L; L1; L1; NOP;
BUR; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 353.8; EUR; 25; 15; 10; 3.98; 0.73; L; L1; L1; NOP;
BUR; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1710.6; EUR; 70; 70; 75; 10.49; 1.05; B; B1; B1; NOP;
BUR; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 205.3; EUR; 25; 15; 10; 13.64; 1.63; L; L1; L1; NOP;
BUR; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 342.1; EUR; 25; 15; 10; 5.84; 1.07; L; L1; L1; NOP;
BUR; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1481.9; EUR; 70; 70; 75; 8.32; 0.83; B; B1; B1; NOP;
BUR; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 177.8; EUR; 25; 15; 10; 10.82; 1.29; L; L1; L1; NOP;
BUR; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 296.4; EUR; 25; 15; 10; 4.64; 0.85; L; L1; L1; NOP;
BUR; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1663.1; EUR; 70; 70; 75; 8.52; 0.85; B; B1; B1; NOP;
BUR; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 199.6; EUR; 25; 15; 10; 11.07; 1.32; L; L1; L1; NOP;
BUR; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 332.6; EUR; 25; 15; 10; 4.75; 0.87; L; L1; L1; NOP;
BUR; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1979.6; EUR; 70; 70; 75; 8.82; 0.88; B; B1; B1; NOP;
BUR; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 237.6; EUR; 25; 15; 10; 11.47; 1.37; L; L1; L1; NOP;
BUR; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 395.9; EUR; 25; 15; 10; 4.91; 0.90; L; L1; L1; NOP;
BUR; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1330.3; EUR; 70; 70; 75; 10.07; 1.01; B; B1; B1; NOP;
BUR; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 159.6; EUR; 25; 15; 10; 13.09; 1.56; L; L1; L1; NOP;
BUR; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 266.1; EUR; 25; 15; 10; 5.61; 1.02; L; L1; L1; NOP;
BUR; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1371.1; EUR; 70; 70; 75; 6.76; 0.68; B; B1; B1; NOP;
BUR; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 164.5; EUR; 25; 15; 10; 8.79; 1.05; L; L1; L1; NOP;
BUR; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 274.2; EUR; 25; 15; 10; 3.77; 0.69; L; L1; L1; NOP;
BUR; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1261.8; EUR; 70; 70; 75; 9.05; 0.91; B; B1; B1; NOP;
BUR; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 151.4; EUR; 25; 15; 10; 11.77; 1.41; L; L1; L1; NOP;
BUR; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 252.4; EUR; 25; 15; 10; 5.04; 0.92; L; L1; L1; NOP;
AUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 750.0; EUR; 70; 70; 75; 44.16; 4.42; B; B1; B1; NOP;
AUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 90.0; EUR; 25; 15; 10; 57.41; 6.86; L; L1; L1; NOP;
AUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 150.0; EUR; 25; 15; 10; 24.60; 4.49; L; L1; L1; NOP;
AUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1240.0; EUR; 70; 70; 75; 44.16; 4.42; B; B1; B1; NOP;
AUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.8; EUR; 25; 15; 10; 57.41; 6.86; L; L1; L1; NOP;
AUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 248.0; EUR; 25; 15; 10; 24.60; 4.49; L; L1; L1; NOP;
AUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1071.1; EUR; 70; 70; 75; 6.34; 0.63; B; B1; B1; NOP;
AUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 128.5; EUR; 25; 15; 10; 8.24; 0.98; L; L1; L1; NOP;
AUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 214.2; EUR; 25; 15; 10; 3.53; 0.64; L; L1; L1; NOP;
AUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1143.0; EUR; 70; 70; 75; 6.78; 0.68; B; B1; B1; NOP;
AUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 137.2; EUR; 25; 15; 10; 8.81; 1.05; L; L1; L1; NOP;
AUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 228.6; EUR; 25; 15; 10; 3.78; 0.69; L; L1; L1; NOP;
AUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1347.0; EUR; 70; 70; 75; 6.94; 0.69; B; B1; B1; NOP;
AUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 161.6; EUR; 25; 15; 10; 9.02; 1.08; L; L1; L1; NOP;
AUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 269.4; EUR; 25; 15; 10; 3.86; 0.71; L; L1; L1; NOP;
AUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1293.4; EUR; 70; 70; 75; 6.58; 0.66; B; B1; B1; NOP;
AUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 155.2; EUR; 25; 15; 10; 8.56; 1.02; L; L1; L1; NOP;
AUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 258.7; EUR; 25; 15; 10; 3.67; 0.67; L; L1; L1; NOP;
AUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 968.1; EUR; 70; 70; 75; 4.98; 0.50; B; B1; B1; NOP;
AUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 116.2; EUR; 25; 15; 10; 6.48; 0.77; L; L1; L1; NOP;
AUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 193.6; EUR; 25; 15; 10; 2.78; 0.51; L; L1; L1; NOP;
AUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1243.4; EUR; 70; 70; 75; 5.37; 0.54; B; B1; B1; NOP;
AUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 149.2; EUR; 25; 15; 10; 6.98; 0.83; L; L1; L1; NOP;
AUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 248.7; EUR; 25; 15; 10; 2.99; 0.55; L; L1; L1; NOP;
AUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1473.1; EUR; 70; 70; 75; 8.20; 0.82; B; B1; B1; NOP;
AUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 176.8; EUR; 25; 15; 10; 10.66; 1.27; L; L1; L1; NOP;
AUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 294.6; EUR; 25; 15; 10; 4.57; 0.83; L; L1; L1; NOP;
AUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1334.8; EUR; 70; 70; 75; 7.15; 0.72; B; B1; B1; NOP;
AUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 160.2; EUR; 25; 15; 10; 9.30; 1.11; L; L1; L1; NOP;
AUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 267.0; EUR; 25; 15; 10; 3.99; 0.73; L; L1; L1; NOP;
AUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1379.9; EUR; 70; 70; 75; 7.91; 0.79; B; B1; B1; NOP;
AUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 165.6; EUR; 25; 15; 10; 10.28; 1.23; L; L1; L1; NOP;
AUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 276.0; EUR; 25; 15; 10; 4.40; 0.80; L; L1; L1; NOP;
AUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1197.3; EUR; 70; 70; 75; 7.30; 0.73; B; B1; B1; NOP;
AUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 143.7; EUR; 25; 15; 10; 9.50; 1.14; L; L1; L1; NOP;
AUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 239.5; EUR; 25; 15; 10; 4.07; 0.74; L; L1; L1; NOP;
AUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1132.4; EUR; 70; 70; 75; 9.26; 0.93; B; B1; B1; NOP;
AUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 135.9; EUR; 25; 15; 10; 12.03; 1.44; L; L1; L1; NOP;
AUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 226.5; EUR; 25; 15; 10; 5.16; 0.94; L; L1; L1; NOP;
AUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.9; EUR; 70; 70; 75; 7.09; 0.71; B; B1; B1; NOP;
AUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.9; EUR; 25; 15; 10; 9.23; 1.10; L; L1; L1; NOP;
AUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.6; EUR; 25; 15; 10; 3.95; 0.72; L; L1; L1; NOP;
AUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1443.6; EUR; 70; 70; 75; 6.04; 0.60; B; B1; B1; NOP;
AUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 173.2; EUR; 25; 15; 10; 7.85; 0.94; L; L1; L1; NOP;
AUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 288.7; EUR; 25; 15; 10; 3.37; 0.61; L; L1; L1; NOP;
AUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1482.3; EUR; 70; 70; 75; 8.87; 0.89; B; B1; B1; NOP;
AUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 177.9; EUR; 25; 15; 10; 11.54; 1.38; L; L1; L1; NOP;
AUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 296.5; EUR; 25; 15; 10; 4.94; 0.90; L; L1; L1; NOP;
AUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1162.0; EUR; 70; 70; 75; 7.03; 0.70; B; B1; B1; NOP;
AUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 139.4; EUR; 25; 15; 10; 9.14; 1.09; L; L1; L1; NOP;
AUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 232.4; EUR; 25; 15; 10; 3.92; 0.72; L; L1; L1; NOP;
AUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1406.5; EUR; 70; 70; 75; 7.21; 0.72; B; B1; B1; NOP;
AUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 168.8; EUR; 25; 15; 10; 9.37; 1.12; L; L1; L1; NOP;
AUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 281.3; EUR; 25; 15; 10; 4.01; 0.73; L; L1; L1; NOP;
AUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1219.3; EUR; 70; 70; 75; 7.46; 0.75; B; B1; B1; NOP;
AUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 146.3; EUR; 25; 15; 10; 9.70; 1.16; L; L1; L1; NOP;
AUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 243.9; EUR; 25; 15; 10; 4.16; 0.76; L; L1; L1; NOP;
AUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1233.5; EUR; 70; 70; 75; 8.52; 0.85; B; B1; B1; NOP;
AUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.0; EUR; 25; 15; 10; 11.07; 1.32; L; L1; L1; NOP;
AUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.7; EUR; 25; 15; 10; 4.75; 0.87; L; L1; L1; NOP;
AUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1292.0; EUR; 70; 70; 75; 5.73; 0.57; B; B1; B1; NOP;
AUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 155.0; EUR; 25; 15; 10; 7.45; 0.89; L; L1; L1; NOP;
AUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 258.4; EUR; 25; 15; 10; 3.19; 0.58; L; L1; L1; NOP;
AUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1060.3; EUR; 70; 70; 75; 7.67; 0.77; B; B1; B1; NOP;
AUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 127.2; EUR; 25; 15; 10; 9.97; 1.19; L; L1; L1; NOP;
AUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 212.1; EUR; 25; 15; 10; 4.27; 0.78; L; L1; L1; NOP;
TUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1110.1; EUR; 70; 70; 75; 45.74; 4.57; B; B1; B1; NOP;
TUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 133.2; EUR; 25; 15; 10; 59.46; 7.11; L; L1; L1; NOP;
TUS; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 222.0; EUR; 25; 15; 10; 25.48; 4.65; L; L1; L1; NOP;
TUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1373.0; EUR; 70; 70; 75; 45.74; 4.57; B; B1; B1; NOP;
TUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 164.8; EUR; 25; 15; 10; 59.46; 7.11; L; L1; L1; NOP;
TUS; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 274.6; EUR; 25; 15; 10; 25.48; 4.65; L; L1; L1; NOP;
TUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1282.6; EUR; 70; 70; 75; 6.56; 0.66; B; B1; B1; NOP;
TUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 153.9; EUR; 25; 15; 10; 8.53; 1.02; L; L1; L1; NOP;
TUS; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 256.5; EUR; 25; 15; 10; 3.66; 0.67; L; L1; L1; NOP;
TUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1452.8; EUR; 70; 70; 75; 7.02; 0.70; B; B1; B1; NOP;
TUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 174.3; EUR; 25; 15; 10; 9.13; 1.09; L; L1; L1; NOP;
TUS; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 290.6; EUR; 25; 15; 10; 3.91; 0.71; L; L1; L1; NOP;
TUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1841.6; EUR; 70; 70; 75; 7.18; 0.72; B; B1; B1; NOP;
TUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 221.0; EUR; 25; 15; 10; 9.34; 1.12; L; L1; L1; NOP;
TUS; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 368.3; EUR; 25; 15; 10; 4.00; 0.73; L; L1; L1; NOP;
TUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1181.1; EUR; 70; 70; 75; 6.82; 0.68; B; B1; B1; NOP;
TUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 141.7; EUR; 25; 15; 10; 8.86; 1.06; L; L1; L1; NOP;
TUS; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 236.2; EUR; 25; 15; 10; 3.80; 0.69; L; L1; L1; NOP;
TUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1348.6; EUR; 70; 70; 75; 5.17; 0.52; B; B1; B1; NOP;
TUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 161.8; EUR; 25; 15; 10; 6.71; 0.80; L; L1; L1; NOP;
TUS; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 269.7; EUR; 25; 15; 10; 2.88; 0.53; L; L1; L1; NOP;
TUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1317.5; EUR; 70; 70; 75; 5.56; 0.56; B; B1; B1; NOP;
TUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 158.1; EUR; 25; 15; 10; 7.23; 0.86; L; L1; L1; NOP;
TUS; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 263.5; EUR; 25; 15; 10; 3.10; 0.57; L; L1; L1; NOP;
TUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1519.5; EUR; 70; 70; 75; 8.49; 0.85; B; B1; B1; NOP;
TUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 182.3; EUR; 25; 15; 10; 11.04; 1.32; L; L1; L1; NOP;
TUS; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 303.9; EUR; 25; 15; 10; 4.73; 0.86; L; L1; L1; NOP;
TUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1299.8; EUR; 70; 70; 75; 7.40; 0.74; B; B1; B1; NOP;
TUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 156.0; EUR; 25; 15; 10; 9.63; 1.15; L; L1; L1; NOP;
TUS; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 260.0; EUR; 25; 15; 10; 4.13; 0.75; L; L1; L1; NOP;
TUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1389.8; EUR; 70; 70; 75; 8.19; 0.82; B; B1; B1; NOP;
TUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 166.8; EUR; 25; 15; 10; 10.65; 1.27; L; L1; L1; NOP;
TUS; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 278.0; EUR; 25; 15; 10; 4.56; 0.83; L; L1; L1; NOP;
TUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1239.6; EUR; 70; 70; 75; 7.57; 0.76; B; B1; B1; NOP;
TUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.8; EUR; 25; 15; 10; 9.83; 1.18; L; L1; L1; NOP;
TUS; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 247.9; EUR; 25; 15; 10; 4.22; 0.77; L; L1; L1; NOP;
TUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1233.0; EUR; 70; 70; 75; 9.59; 0.96; B; B1; B1; NOP;
TUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.0; EUR; 25; 15; 10; 12.46; 1.49; L; L1; L1; NOP;
TUS; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.6; EUR; 25; 15; 10; 5.34; 0.97; L; L1; L1; NOP;
TUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1265.6; EUR; 70; 70; 75; 7.35; 0.74; B; B1; B1; NOP;
TUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 151.9; EUR; 25; 15; 10; 9.56; 1.14; L; L1; L1; NOP;
TUS; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 253.1; EUR; 25; 15; 10; 4.10; 0.75; L; L1; L1; NOP;
TUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1514.3; EUR; 70; 70; 75; 6.26; 0.63; B; B1; B1; NOP;
TUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 181.7; EUR; 25; 15; 10; 8.14; 0.97; L; L1; L1; NOP;
TUS; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 302.9; EUR; 25; 15; 10; 3.49; 0.64; L; L1; L1; NOP;
TUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1489.8; EUR; 70; 70; 75; 9.19; 0.92; B; B1; B1; NOP;
TUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 178.8; EUR; 25; 15; 10; 11.95; 1.43; L; L1; L1; NOP;
TUS; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 298.0; EUR; 25; 15; 10; 5.12; 0.93; L; L1; L1; NOP;
TUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1456.9; EUR; 70; 70; 75; 7.29; 0.73; B; B1; B1; NOP;
TUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 174.8; EUR; 25; 15; 10; 9.48; 1.13; L; L1; L1; NOP;
TUS; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 291.4; EUR; 25; 15; 10; 4.06; 0.74; L; L1; L1; NOP;
TUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1230.8; EUR; 70; 70; 75; 7.46; 0.75; B; B1; B1; NOP;
TUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.7; EUR; 25; 15; 10; 9.70; 1.16; L; L1; L1; NOP;
TUS; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.2; EUR; 25; 15; 10; 4.16; 0.76; L; L1; L1; NOP;
TUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1608.3; EUR; 70; 70; 75; 7.73; 0.77; B; B1; B1; NOP;
TUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 193.0; EUR; 25; 15; 10; 10.05; 1.20; L; L1; L1; NOP;
TUS; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 321.7; EUR; 25; 15; 10; 4.31; 0.79; L; L1; L1; NOP;
TUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1446.6; EUR; 70; 70; 75; 8.82; 0.88; B; B1; B1; NOP;
TUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 173.6; EUR; 25; 15; 10; 11.47; 1.37; L; L1; L1; NOP;
TUS; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 289.3; EUR; 25; 15; 10; 4.91; 0.90; L; L1; L1; NOP;
TUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1283.9; EUR; 70; 70; 75; 5.93; 0.59; B; B1; B1; NOP;
TUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 154.1; EUR; 25; 15; 10; 7.71; 0.92; L; L1; L1; NOP;
TUS; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 256.8; EUR; 25; 15; 10; 3.30; 0.60; L; L1; L1; NOP;
